model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
LSTM,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 1, ""lr"": 0.0005}",0.0003118176929383802,0.00013559536074797144,9.871876682154834e-05,9.871876536986384e-05,0.0065700276280909855,0.5205930807248764,best_tuned_lstm_comparison-20260320T093214Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",0.0001141526754211909,0.00013757665821531159,0.00010007521181240844,0.00010007521181240844,0.006655243618494745,0.5271828665568369,best_tuned_lstm_comparison-20260320T093214Z-baseline-lr,tuning_winners.csv
GRU,"{""batch_size"": 64, ""hidden"": 32, ""layers"": 3, ""lr"": 0.001}",0.00011898648715732554,0.0001427539083066803,0.00010029951226897538,0.00010029950749067292,0.006599891473263411,0.5700164744645799,best_tuned_gru_comparison-20260320T093215Z,tuning_winners.csv
RNN,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}",0.0002544511495280673,0.00014584855346561385,0.00010279261914547533,0.00010279262142470256,0.006844040524862359,0.4728171334431631,best_tuned_rnn_comparison-20260320T093215Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 32, ""lr"": 0.001, ""nhead"": 8, ""num_layers"": 1}",0.0002589770487653384,0.00015751773230689796,0.00013337438576854765,0.00013337439569788666,0.007735318112825129,0.5420098846787479,best_tuned_transformer_comparison-20260320T093216Z,tuning_winners.csv
