task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
next_mean_return,lstm,1,LSTM lr sweep,lr,0.0005,4.6616465961727965e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
next_mean_return,lstm,2,LSTM hidden sweep,hidden,128,4.1793360460968275e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0005}"
next_mean_return,lstm,3,LSTM layers sweep,layers,3,4.1108822775322035e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 3, ""lr"": 0.0005}"
next_mean_return,lstm,4,LSTM batch_size sweep,batch_size,64,4.1239743576536874e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 3, ""lr"": 0.0005}"
next_mean_return,gru,1,GRU lr sweep,lr,0.001,5.166495729905825e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,gru,2,GRU hidden sweep,hidden,128,5.96310392895627e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,gru,3,GRU layers sweep,layers,3,4.230193910812889e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 3, ""lr"": 0.001}"
next_mean_return,gru,4,GRU batch_size sweep,batch_size,128,3.9598673209642196e-05,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 3, ""lr"": 0.001}"
next_mean_return,rnn,1,RNN lr sweep,lr,0.001,5.143969004163462e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,2,RNN hidden sweep,hidden,128,4.958328082313785e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,3,RNN layers sweep,layers,2,4.887895599948888e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,4,RNN batch_size sweep,batch_size,32,4.77045203445499e-05,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,transformer,1,Transformer lr sweep,lr,0.0005,0.00010538875596123518,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
next_mean_return,transformer,2,Transformer d_model sweep,d_model,32,7.357826706996997e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
next_mean_return,transformer,3,Transformer num_layers sweep,num_layers,3,6.744363884143518e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 3}"
next_mean_return,transformer,4,Transformer nhead sweep,nhead,8,8.098696500846433e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 8, ""num_layers"": 3}"
next_mean_return,transformer,5,Transformer batch_size sweep,batch_size,32,4.7347412052367215e-05,"{""batch_size"": 32, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 8, ""num_layers"": 3}"
