task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
sine_next_day,lstm,1,LSTM lr sweep,lr,0.0005,5.987540129389808e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,lstm,2,LSTM hidden sweep,hidden,64,1.4879079662153184e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,lstm,3,LSTM layers sweep,layers,1,5.057757665563457e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 1, ""lr"": 0.0005}"
sine_next_day,lstm,4,LSTM batch_size sweep,batch_size,64,9.373283012409478e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 1, ""lr"": 0.0005}"
sine_next_day,gru,1,GRU lr sweep,lr,0.0005,2.0041642492837124e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,gru,2,GRU hidden sweep,hidden,128,8.680727428124987e-07,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,gru,3,GRU layers sweep,layers,2,1.837613783247854e-06,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,gru,4,GRU batch_size sweep,batch_size,128,5.7795775251654274e-06,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,rnn,1,RNN lr sweep,lr,0.001,3.7043515083192466e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,2,RNN hidden sweep,hidden,64,8.353938581291454e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,3,RNN layers sweep,layers,1,3.0479431400195515e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 1, ""lr"": 0.001}"
sine_next_day,rnn,4,RNN batch_size sweep,batch_size,32,2.6712769402061673e-06,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 1, ""lr"": 0.001}"
sine_next_day,transformer,1,Transformer lr sweep,lr,0.0005,2.6095261350098562e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,2,Transformer d_model sweep,d_model,128,2.4017749091978382e-05,"{""batch_size"": 64, ""d_model"": 128, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,3,Transformer num_layers sweep,num_layers,1,1.0765689952112323e-05,"{""batch_size"": 64, ""d_model"": 128, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 1}"
sine_next_day,transformer,4,Transformer nhead sweep,nhead,2,1.2165448961166708e-05,"{""batch_size"": 64, ""d_model"": 128, ""lr"": 0.0005, ""nhead"": 2, ""num_layers"": 1}"
sine_next_day,transformer,5,Transformer batch_size sweep,batch_size,32,7.291162340092066e-06,"{""batch_size"": 32, ""d_model"": 128, ""lr"": 0.0005, ""nhead"": 2, ""num_layers"": 1}"
