model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",3.5837217038958094e-08,4.592560596418131e-08,4.807035774110167e-08,4.807035774110167e-08,0.00017405989604902047,0.9701897018970189,best_tuned_lstm_comparison-20260328T032711Z-baseline-lr,tuning_winners.csv
RNN,"{""batch_size"": 32, ""data_source"": ""sine"", ""hidden"": 64, ""horizon"": 1, ""layers"": 1, ""lr"": 0.001, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",3.4678669311974653e-06,3.4466770549367858e-06,3.220928192604333e-06,3.2209281601961356e-06,0.001421423454219569,0.9566395663956639,best_tuned_rnn_comparison-20260328T032711Z,tuning_winners.csv
GRU,"{""batch_size"": 128, ""data_source"": ""sine"", ""hidden"": 128, ""horizon"": 1, ""layers"": 2, ""lr"": 0.0005, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",1.8274940673888653e-06,3.909916169924508e-06,1.4107533843343845e-06,1.4107533890029785e-06,0.0009767999499329322,0.9728997289972899,best_tuned_gru_comparison-20260328T032711Z,tuning_winners.csv
LSTM,"{""batch_size"": 64, ""data_source"": ""sine"", ""hidden"": 64, ""horizon"": 1, ""layers"": 1, ""lr"": 0.0005, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",4.276092341721033e-06,8.232446491636109e-06,3.530492449499434e-06,3.5304924983463433e-06,0.001451728141726652,0.94579945799458,best_tuned_lstm_comparison-20260328T032711Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 128, ""data_source"": ""sine"", ""horizon"": 1, ""lr"": 0.0005, ""nhead"": 2, ""num_layers"": 1, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",0.0001259878204467519,1.0844949004560186e-05,1.0177931471844204e-05,1.0177931180114617e-05,0.00247215537324857,0.9322493224932249,best_tuned_transformer_comparison-20260328T032711Z,tuning_winners.csv
