model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
GRU,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",0.0003636631005175346,3.85706586057449e-05,1.9411440007388592e-05,1.9411440884055437e-05,0.002730968597195121,1.0,best_tuned_gru_comparison-20260331T134031Z,tuning_winners.csv
LSTM,"{""batch_size"": 32, ""data_source"": ""spy"", ""hidden"": 64, ""horizon"": 1, ""layers"": 3, ""lr"": 0.0001, ""seq_len"": 20, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",2.081381791785016e-05,3.897061272844256e-05,1.9779772628680803e-05,1.9779773101640182e-05,0.0026962204075643742,1.0,best_tuned_lstm_comparison-20260331T134030Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression"", ""seq_len"": 20}",1.3972189948221182e-05,4.132786441334198e-05,1.7733482060336406e-05,1.7733482060336406e-05,0.0025637320582307887,1.0,best_tuned_lstm_comparison-20260331T134030Z-baseline-lr,tuning_winners.csv
RNN,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 64, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",1.5293319732865574e-05,4.328869179653778e-05,2.1044572349637747e-05,2.1044570354282033e-05,0.0028814116291638286,1.0,best_tuned_rnn_comparison-20260331T134031Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""data_source"": ""spy"", ""horizon"": 1, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 1, ""seq_len"": 60, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",3.6315172568417876e-05,5.137482320151514e-05,2.1407382519100793e-05,2.140738269640548e-05,0.0031657094333386064,0.9962025316455696,best_tuned_transformer_comparison-20260331T134032Z,tuning_winners.csv
