model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260331T132703Z,2026-03-31T13:27:11+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,3.8570838629497564e-05,1.9429816283341014e-05,0.002731930204985812,1.0,1,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64;seq_len=30,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260331T132545Z,2026-03-31T13:26:01+00:00,"{""hidden"":64,""input_size"":8,""layers"":3,""random_seed"":42}",64,,,3,3.901418815204177e-05,1.9773438606387614e-05,0.002695025068636877,1.0,1,Tuning final selected configuration for LSTM. Winner of staged parameter sweep (stage=seq_len).,selected_by=lowest_validation_MSE
RNN,rnn_experiment-20260331T132945Z,2026-03-31T13:29:53+00:00,"{""hidden"":64,""input_size"":8,""layers"":3,""random_seed"":42}",64,,,3,4.328346258086313e-05,2.107373311202234e-05,0.002884651475347175,1.0,28,model=RNN;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:3|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=3;lr=0.001;batch=64;seq_len=30,selected_by=lowest_validation_MSE
Transformer,transformer_experiment-20260331T133850Z,2026-03-31T13:39:39+00:00,"{""d_model"":64,""dropout"":0.1,""input_size"":8,""nhead"":4,""num_layers"":1,""random_seed"":42}",,64,4,1,4.903873675479352e-05,1.7475539765056572e-05,0.0027257671655165827,1.0,83,model=Transformer;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:32|d_model:64|layers:1|lr:0.001|nhead:4;selection=best_val_MSE;d_model=64;layers=1;nhead=4;lr=0.001;batch=32;seq_len=60,selected_by=lowest_validation_MSE
