model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
LSTM,"{""batch_size"": 32, ""data_source"": ""spy"", ""hidden"": 32, ""horizon"": 1, ""layers"": 3, ""lr"": 0.0005, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",0.0001474682834471206,3.870559488914777e-05,1.9608429283834994e-05,1.960843031627785e-05,0.002580440852260343,1.0,best_tuned_lstm_comparison-20260328T035502Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",1.3149737601146028e-05,4.3313757253658776e-05,1.852639644411891e-05,1.852639644411891e-05,0.002670905283907335,0.9974811083123426,best_tuned_lstm_comparison-20260328T035502Z-baseline-lr,tuning_winners.csv
RNN,"{""batch_size"": 128, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",1.9639435503941662e-05,4.5628436808783016e-05,1.902634721773211e-05,1.902634798101006e-05,0.0026890880557635887,1.0,best_tuned_rnn_comparison-20260328T035505Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 32, ""data_source"": ""spy"", ""horizon"": 1, ""lr"": 0.001, ""nhead"": 8, ""num_layers"": 1, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",3.007505764489744e-05,4.8823908638837325e-05,1.9625531422207132e-05,1.9625532988797678e-05,0.002876725841903961,0.9974811083123426,best_tuned_transformer_comparison-20260328T035505Z,tuning_winners.csv
GRU,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 32, ""horizon"": 1, ""layers"": 2, ""lr"": 0.001, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",1.6940588061748108e-05,5.587306370163781e-05,1.9715398593689315e-05,1.971540040519993e-05,0.0028407348558485935,0.9987405541561712,best_tuned_gru_comparison-20260328T035504Z,tuning_winners.csv
