model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
GRU,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",0.00036365308038494325,3.8570181686450036e-05,1.94623335119104e-05,1.946233346623809e-05,0.0027371888486794585,1.0,best_tuned_gru_comparison-20260331T201253Z,tuning_winners.csv
LSTM,"{""batch_size"": 32, ""data_source"": ""spy"", ""hidden"": 64, ""horizon"": 1, ""layers"": 3, ""lr"": 0.0001, ""seq_len"": 20, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",2.0813743726475806e-05,3.8970993464089065e-05,1.9850624084938318e-05,1.9850623364431005e-05,0.0027026102389218873,1.0,best_tuned_lstm_comparison-20260331T201252Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression"", ""seq_len"": 20}",1.3972208726007975e-05,4.1327857079415136e-05,1.7797153613510756e-05,1.7797153613510756e-05,0.002570154765659725,1.0,best_tuned_lstm_comparison-20260331T201252Z-baseline-lr,tuning_winners.csv
RNN,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 64, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",1.529293565683989e-05,4.3284225537962066e-05,2.1104879124322906e-05,2.1104880019872406e-05,0.0028890960639476023,1.0,best_tuned_rnn_comparison-20260331T201253Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""data_source"": ""spy"", ""horizon"": 1, ""lr"": 0.001, ""nhead"": 2, ""num_layers"": 1, ""seq_len"": 20, ""target_mode"": ""next_volatility"", ""target_smooth_window"": 5, ""task_id"": ""next_volatility""}",4.368901847546799e-05,4.975883332324892e-05,2.1354819182306528e-05,2.1354821200374654e-05,0.002929901166816611,0.9987437185929648,best_tuned_transformer_comparison-20260331T201254Z,tuning_winners.csv
