model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260331T201746Z,2026-03-31T20:17:50+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.415609884879778e-05,1.549778901336742e-05,0.002932374565843205,0.569811320754717,4,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:128|hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=128;seq_len=30,selected_by=lowest_validation_MSE
GRU,gru_experiment-20260331T201736Z,2026-03-31T20:17:41+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.415643322974331e-05,1.549784424864573e-05,0.0029323964763433106,0.569811320754717,4,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=128;seq_len=30,
GRU,gru_experiment-20260331T201757Z,2026-03-31T20:18:02+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.415835362646804e-05,1.5497233557142712e-05,0.0029323773643260245,0.569811320754717,4,Tuning final selected configuration for GRU. Winner of staged parameter sweep (stage=seq_len).,
GRU,gru_experiment-20260331T201741Z,2026-03-31T20:17:45+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.731460521839641e-05,1.6897838918228774e-05,0.003043814902015105,0.571608040201005,4,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:128|hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=128;seq_len=20,
GRU,gru_experiment-20260331T201714Z,2026-03-31T20:17:28+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.8333518806858015e-05,1.7408207670563902e-05,0.003266787735158334,0.43647798742138366,1,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=32;seq_len=30,
GRU,gru_experiment-20260331T201706Z,2026-03-31T20:17:14+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.983919394227267e-05,1.7179195050585542e-05,0.003061063812622002,0.5924528301886792,1,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T201728Z,2026-03-31T20:17:36+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.9839844070417905e-05,1.717940148571214e-05,0.0030609924150832523,0.5924528301886792,1,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T201751Z,2026-03-31T20:17:57+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.997856314559996e-05,1.6126627355374926e-05,0.0029734493721475888,0.5746835443037974,4,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:128|hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=128;seq_len=60,
GRU,gru_experiment-20260331T201659Z,2026-03-31T20:17:06+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,5.215198758912084e-05,1.624444043230258e-05,0.003093594911966202,0.4666666666666667,3,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T201645Z,2026-03-31T20:16:51+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,5.215711553204434e-05,1.6246392566757418e-05,0.0030937101647834707,0.46540880503144655,3,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T201610Z,2026-03-31T20:16:16+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,5.567686380733585e-05,1.8059765412852837e-05,0.0031181748538112383,0.6088050314465409,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,
