model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
LSTM,"{""batch_size"": 128, ""data_source"": ""spy"", ""hidden"": 64, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 60, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",2.113914459343225e-05,3.965826159903916e-05,1.6106107068480924e-05,1.6106106468126204e-05,0.0029360712895235654,0.6113924050632912,best_tuned_lstm_comparison-20260331T203017Z,tuning_winners.csv
GRU,"{""batch_size"": 128, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",2.215340458323197e-05,4.415657048354232e-05,1.5496840205742046e-05,1.5496839160536044e-05,0.0029323506120508434,0.569811320754717,best_tuned_gru_comparison-20260331T203017Z,tuning_winners.csv
RNN,"{""batch_size"": 32, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.0005, ""seq_len"": 60, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",2.3702505289586466e-05,5.010731373427231e-05,1.6532178051420487e-05,1.6532177828402747e-05,0.003000947616894846,0.620253164556962,best_tuned_rnn_comparison-20260331T203018Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression"", ""seq_len"": 60}",1.5308177052451598e-05,6.130825424676346e-05,2.1942093576258153e-05,2.1942093576258153e-05,0.003477769234470609,0.5253164556962026,best_tuned_lstm_comparison-20260331T203017Z-baseline-lr,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""data_source"": ""spy"", ""horizon"": 1, ""lr"": 0.001, ""nhead"": 8, ""num_layers"": 1, ""seq_len"": 30, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",4.423867237451272e-05,6.407405292552438e-05,3.0383494959096424e-05,3.038349692935156e-05,0.0038089572808077854,0.5106918238993711,best_tuned_transformer_comparison-20260331T203018Z,tuning_winners.csv
