model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260330T113346Z,2026-03-30T11:33:50+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,selected_by=lowest_validation_MSE
GRU,gru_experiment-20260330T113355Z,2026-03-30T11:33:59+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260330T113406Z,2026-03-30T11:34:10+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260330T113421Z,2026-03-30T11:34:25+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260330T113410Z,2026-03-30T11:34:14+00:00,"{""hidden"":64,""input_size"":8,""layers"":3,""random_seed"":42}",64,,,3,6.332719993168429e-06,2.497674009205197e-06,0.0012827535514748504,0.948509485094851,5,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001;selection=best_val_MSE;hidden=64;layers=3;lr=0.0001;batch=64,
GRU,gru_experiment-20260330T113359Z,2026-03-30T11:34:03+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,6.912391632526038e-06,2.742950182458671e-06,0.0013226784859827734,0.9512195121951219,4,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260330T113342Z,2026-03-30T11:33:46+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,7.821980305298885e-06,3.016681410509106e-06,0.0013105526653387671,0.962059620596206,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64,
GRU,gru_experiment-20260330T113425Z,2026-03-30T11:34:27+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,8.445949616617176e-06,8.29595969408045e-06,0.002251661889050665,0.8861788617886179,12,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=128,
GRU,gru_experiment-20260330T113339Z,2026-03-30T11:33:42+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,9.163161433750003e-06,1.540896896306318e-06,0.000965814803929781,0.964769647696477,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260330T113403Z,2026-03-30T11:34:06+00:00,"{""hidden"":64,""input_size"":8,""layers"":1,""random_seed"":42}",64,,,1,9.461878921357525e-06,1.0931813144611517e-05,0.002469386104697575,0.9159891598915989,24,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001;selection=best_val_MSE;hidden=64;layers=1;lr=0.0001;batch=64,
