task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
sine_next_day,lstm,1,LSTM lr sweep,lr,0.001,2.058960795746433e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,lstm,2,LSTM hidden sweep,hidden,128,1.4960479271523192e-06,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,lstm,3,LSTM layers sweep,layers,2,1.4960479271523192e-06,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,lstm,4,LSTM batch_size sweep,batch_size,64,1.4960479271523192e-06,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,gru,1,GRU lr sweep,lr,0.0001,4.0928564812995916e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
sine_next_day,gru,2,GRU hidden sweep,hidden,64,4.0928564812995916e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
sine_next_day,gru,3,GRU layers sweep,layers,2,4.0928564812995916e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
sine_next_day,gru,4,GRU batch_size sweep,batch_size,64,4.0928564812995916e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
sine_next_day,rnn,1,RNN lr sweep,lr,0.001,3.5335972789602783e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,2,RNN hidden sweep,hidden,64,3.5335972789602783e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,3,RNN layers sweep,layers,2,3.5335972789602783e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,4,RNN batch_size sweep,batch_size,128,3.3442136591854983e-06,"{""batch_size"": 128, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,transformer,1,Transformer lr sweep,lr,0.0001,2.074497911982506e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,2,Transformer d_model sweep,d_model,64,2.074497911982506e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,3,Transformer num_layers sweep,num_layers,2,2.074497911982506e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,4,Transformer nhead sweep,nhead,4,2.074497911982506e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,5,Transformer batch_size sweep,batch_size,32,1.199127045575641e-05,"{""batch_size"": 32, ""d_model"": 64, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2}"
