model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",3.5837217038958094e-08,4.592560596418131e-08,4.807035774110167e-08,4.807035774110167e-08,0.00017405989604902047,0.9701897018970189,best_tuned_lstm_comparison-20260330T113938Z-baseline-lr,tuning_winners.csv
LSTM,"{""batch_size"": 64, ""data_source"": ""sine"", ""hidden"": 128, ""horizon"": 1, ""layers"": 2, ""lr"": 0.001, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",2.1572965796020246e-07,1.4960479271523192e-06,1.1095353613654879e-07,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,best_tuned_lstm_comparison-20260330T113938Z,tuning_winners.csv
RNN,"{""batch_size"": 128, ""data_source"": ""sine"", ""hidden"": 64, ""horizon"": 1, ""layers"": 2, ""lr"": 0.001, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",3.5192488193926543e-06,3.3442136591854983e-06,3.478405005807872e-06,3.4784051409657845e-06,0.0014377314248091725,0.9295392953929539,best_tuned_rnn_comparison-20260330T113938Z,tuning_winners.csv
GRU,"{""batch_size"": 64, ""data_source"": ""sine"", ""hidden"": 64, ""horizon"": 1, ""layers"": 2, ""lr"": 0.0001, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",3.4199069485393045e-06,4.0928564812995916e-06,3.8616894926235545e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,best_tuned_gru_comparison-20260330T113938Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""data_source"": ""sine"", ""horizon"": 1, ""lr"": 0.0001, ""nhead"": 4, ""num_layers"": 2, ""target_mode"": ""sine_next_day"", ""target_smooth_window"": 1, ""task_id"": ""sine_next_day""}",0.0005187548158870896,1.199127045575641e-05,1.059185615304159e-05,1.059185697538135e-05,0.002501032546058266,0.8888888888888888,best_tuned_transformer_comparison-20260330T113938Z,tuning_winners.csv
