task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
next_return,lstm,1,LSTM lr sweep,lr,0.0005,0.00024819744772339625,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005, ""seq_len"": 30}"
next_return,lstm,2,LSTM hidden sweep,hidden,128,0.0002468670956774935,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0005, ""seq_len"": 30}"
next_return,lstm,3,LSTM layers sweep,layers,3,0.0002464030126062546,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 3, ""lr"": 0.0005, ""seq_len"": 30}"
next_return,lstm,4,LSTM batch_size sweep,batch_size,32,0.00024397770324960732,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 3, ""lr"": 0.0005, ""seq_len"": 30}"
next_return,lstm,5,LSTM seq_len sweep,seq_len,30,0.00024397734985643772,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 3, ""lr"": 0.0005, ""seq_len"": 30}"
next_return,gru,1,GRU lr sweep,lr,0.0001,0.00025971493611735955,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001, ""seq_len"": 30}"
next_return,gru,2,GRU hidden sweep,hidden,64,0.00025971940371437194,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001, ""seq_len"": 30}"
next_return,gru,3,GRU layers sweep,layers,3,0.00024885426266941965,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 3, ""lr"": 0.0001, ""seq_len"": 30}"
next_return,gru,4,GRU batch_size sweep,batch_size,64,0.00024885698006678835,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 3, ""lr"": 0.0001, ""seq_len"": 30}"
next_return,gru,5,GRU seq_len sweep,seq_len,20,0.0002480791642443341,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 3, ""lr"": 0.0001, ""seq_len"": 20}"
next_return,rnn,1,RNN lr sweep,lr,0.001,0.0002825497122217806,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_return,rnn,2,RNN hidden sweep,hidden,128,0.0002758342910882862,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_return,rnn,3,RNN layers sweep,layers,1,0.0002729391451609803,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""seq_len"": 30}"
next_return,rnn,4,RNN batch_size sweep,batch_size,128,0.0002693378874330003,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""seq_len"": 30}"
next_return,rnn,5,RNN seq_len sweep,seq_len,30,0.00026933769819693416,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""seq_len"": 30}"
next_return,transformer,1,Transformer lr sweep,lr,0.001,0.00029552444346010693,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,transformer,2,Transformer d_model sweep,d_model,64,0.0003100844876611305,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,transformer,3,Transformer num_layers sweep,num_layers,2,0.0002912014138777871,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,transformer,4,Transformer nhead sweep,nhead,4,0.00028100055128123773,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,transformer,5,Transformer batch_size sweep,batch_size,32,0.00028022087391549284,"{""batch_size"": 32, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,transformer,6,Transformer seq_len sweep,seq_len,30,0.0002831013691256323,"{""batch_size"": 32, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2, ""seq_len"": 30}"
next_return,baseline_lr,1,Baseline-LR seq_len sweep,seq_len,20,0.00034734861875704065,"{""batch_size"": 64, ""lr"": 0.001, ""seq_len"": 20}"
