task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
next_mean_return,lstm,1,LSTM lr sweep,lr,0.0001,4.789961873639977e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,lstm,2,LSTM hidden sweep,hidden,32,4.9384463284953105e-05,"{""batch_size"": 64, ""hidden"": 32, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,lstm,3,LSTM layers sweep,layers,2,5.187111608350207e-05,"{""batch_size"": 64, ""hidden"": 32, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,lstm,4,LSTM batch_size sweep,batch_size,128,4.681014589394253e-05,"{""batch_size"": 128, ""hidden"": 32, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,gru,1,GRU lr sweep,lr,0.0001,5.3550918332453315e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,gru,2,GRU hidden sweep,hidden,128,5.3872867727878214e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,gru,3,GRU layers sweep,layers,2,5.3989494963117565e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,gru,4,GRU batch_size sweep,batch_size,32,4.405691383834012e-05,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0001}"
next_mean_return,rnn,1,RNN lr sweep,lr,0.001,4.442475740762462e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,2,RNN hidden sweep,hidden,128,4.5160689852092064e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,3,RNN layers sweep,layers,2,4.6871511358690674e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,rnn,4,RNN batch_size sweep,batch_size,128,4.920065866914846e-05,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_mean_return,transformer,1,Transformer lr sweep,lr,0.001,6.418278228310291e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2}"
next_mean_return,transformer,2,Transformer d_model sweep,d_model,64,9.707538120686363e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 2}"
next_mean_return,transformer,3,Transformer num_layers sweep,num_layers,1,6.919901360709914e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 1}"
next_mean_return,transformer,4,Transformer nhead sweep,nhead,4,6.811503742375182e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 1}"
next_mean_return,transformer,5,Transformer batch_size sweep,batch_size,32,5.3896931307674886e-05,"{""batch_size"": 32, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 1}"
