model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260327T173814Z,2026-03-27T17:39:13+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,4.405691383834012e-05,2.159075412543201e-05,0.003180806676408135,0.5453400503778337,1,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=32,selected_by=lowest_validation_MSE
GRU,gru_experiment-20260327T173955Z,2026-03-27T17:40:30+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,5.2604330018104105e-05,1.6411626317175965e-05,0.0030653381140826577,0.5919395465994962,4,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=128,
GRU,gru_experiment-20260327T173409Z,2026-03-27T17:34:34+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,5.3550918332453315e-05,2.110095099189802e-05,0.0033338328471176973,0.482367758186398,11,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173526Z,2026-03-27T17:36:08+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,5.3872867727878214e-05,1.763593367777264e-05,0.0031866866913582933,0.5062972292191436,4,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173629Z,2026-03-27T17:37:11+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,5.3989494963117565e-05,1.641600088643124e-05,0.003122549997512293,0.491183879093199,4,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173711Z,2026-03-27T17:38:13+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,5.450066863912983e-05,1.7699485964635487e-05,0.0032036762198916447,0.4836272040302267,1,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.0001;selection=best_val_MSE;hidden=128;layers=3;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173913Z,2026-03-27T17:39:55+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,5.4529223391693143e-05,2.7158608828319102e-05,0.0037417017212529944,0.5037783375314862,1,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173344Z,2026-03-27T17:34:09+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,5.544423810277248e-05,2.0028315707174242e-05,0.0033308433907490056,0.4811083123425693,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64,
GRU,gru_experiment-20260327T173609Z,2026-03-27T17:36:29+00:00,"{""hidden"":128,""input_size"":8,""layers"":1}",128,,,1,5.587938434918471e-05,2.1799658159357813e-05,0.003300833199801624,0.5163727959697733,10,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.0001;selection=best_val_MSE;hidden=128;layers=1;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173501Z,2026-03-27T17:35:26+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,6.044137732201741e-05,1.8485280681785164e-05,0.003159358073363071,0.5654911838790933,8,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260327T173319Z,2026-03-27T17:33:44+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,6.687540087621344e-05,1.6583359932098442e-05,0.0031343703487307084,0.5088161209068011,7,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260327T173434Z,2026-03-27T17:35:01+00:00,"{""hidden"":32,""input_size"":8,""layers"":2}",32,,,2,0.0001018281571484041,3.1398171125582115e-05,0.0034387875208845586,0.5768261964735516,48,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=32;layers=2;lr=0.0001;batch=64,
LSTM,lstm_experiment-20260327T173302Z,2026-03-27T17:33:19+00:00,"{""hidden"":32,""input_size"":8,""layers"":2}",32,,,2,4.681014589394253e-05,1.7317898355299808e-05,0.0031247237812750727,0.5302267002518891,25,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:32|layers:2|lr:0.0001;selection=best_val_MSE;hidden=32;layers=2;lr=0.0001;batch=128,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260327T172848Z,2026-03-27T17:29:19+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,4.789961873639977e-05,1.7522149636897785e-05,0.003119882745460229,0.5100755667506297,5,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
LSTM,lstm_experiment-20260327T172817Z,2026-03-27T17:28:48+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,4.913341709867212e-05,1.6096331169986077e-05,0.0029981478777242982,0.5554156171284634,4,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64,
