model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
GRU,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 2, ""lr"": 0.0001}",0.0001784059629910354,0.000253892692826171,9.460072760703042e-05,9.460073173708947e-05,0.007047767093933342,0.4729559748427673,best_tuned_gru_comparison-20260327T185634Z,tuning_winners.csv
LSTM,"{""batch_size"": 128, ""hidden"": 32, ""layers"": 2, ""lr"": 0.0001}",0.00013884628982296752,0.00025954216225853737,9.78055686573498e-05,9.780556599584916e-05,0.0070051184725831725,0.4930817610062893,best_tuned_lstm_comparison-20260327T185633Z,tuning_winners.csv
RNN,"{""batch_size"": 128, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}",0.00015710565534603356,0.0002705519362111052,0.0001032960499287583,0.00010329604865345328,0.007227437097634954,0.47044025157232705,best_tuned_rnn_comparison-20260327T185634Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""lr"": 0.001, ""nhead"": 4, ""num_layers"": 1}",0.0002471585917692897,0.0002929859247967149,0.0001518315839348361,0.0001518315844296118,0.008503559645319453,0.4679245283018868,best_tuned_transformer_comparison-20260327T185635Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",0.00010620226626594016,0.00037273276159274164,0.00012176702116614742,0.00012176702116614742,0.007670198589854351,0.48930817610062893,best_tuned_lstm_comparison-20260327T185633Z-baseline-lr,tuning_winners.csv
