model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260331T193003Z,2026-03-31T19:30:06+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,3.1472414367239426e-06,2.293540675916395e-06,0.0011898831934069832,0.9560439560439561,21,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=60,selected_by=lowest_validation_MSE
GRU,gru_experiment-20260331T193006Z,2026-03-31T19:30:10+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,3.1472414367239426e-06,2.293540675916395e-06,0.0011898831934069832,0.9560439560439561,21,Tuning final selected configuration for GRU. Winner of staged parameter sweep (stage=seq_len).,
GRU,gru_experiment-20260331T192957Z,2026-03-31T19:30:00+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,3.94793341714101e-06,3.5224840305001073e-06,0.0014374664883654543,0.9432432432432433,16,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=20,
GRU,gru_experiment-20260331T192921Z,2026-03-31T19:29:25+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192929Z,2026-03-31T19:29:32+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192939Z,2026-03-31T19:29:42+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192951Z,2026-03-31T19:29:54+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T193000Z,2026-03-31T19:30:03+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.0928564812995916e-06,3.861689286044867e-06,0.0015096225245459106,0.9376693766937669,15,model=GRU;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:64|layers:2|lr:0.0001;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192942Z,2026-03-31T19:29:45+00:00,"{""hidden"":64,""input_size"":8,""layers"":3,""random_seed"":42}",64,,,3,6.332719993168429e-06,2.497674009205197e-06,0.0012827535514748504,0.948509485094851,5,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=3;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192932Z,2026-03-31T19:29:35+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,6.912391632526038e-06,2.742950182458671e-06,0.0013226784859827734,0.9512195121951219,4,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192918Z,2026-03-31T19:29:21+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,7.821980305298885e-06,3.016681410509106e-06,0.0013105526653387671,0.962059620596206,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192955Z,2026-03-31T19:29:57+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,8.445949616617176e-06,8.29595969408045e-06,0.002251661889050665,0.8861788617886179,12,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=128;seq_len=30,
GRU,gru_experiment-20260331T192915Z,2026-03-31T19:29:18+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,9.163161433750003e-06,1.540896896306318e-06,0.000965814803929781,0.964769647696477,4,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192935Z,2026-03-31T19:29:38+00:00,"{""hidden"":64,""input_size"":8,""layers"":1,""random_seed"":42}",64,,,1,9.461878921357525e-06,1.0931813144611517e-05,0.002469386104697575,0.9159891598915989,24,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=1;lr=0.0001;batch=64;seq_len=30,
GRU,gru_experiment-20260331T192945Z,2026-03-31T19:29:51+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,9.751391776142829e-06,7.896148587959196e-06,0.0022120444723451134,0.8970189701897019,4,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=32;seq_len=30,
GRU,gru_experiment-20260331T192925Z,2026-03-31T19:29:29+00:00,"{""hidden"":32,""input_size"":8,""layers"":2,""random_seed"":42}",32,,,2,1.041710445697539e-05,1.377036281850011e-05,0.002895928793865607,0.9024390243902439,34,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.0001|seq_len:30;selection=best_val_MSE;hidden=32;layers=2;lr=0.0001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192836Z,2026-03-31T19:28:40+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.4960479271523192e-06,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,4,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260331T192843Z,2026-03-31T19:28:46+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.4960479271523192e-06,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,4,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192856Z,2026-03-31T19:28:59+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.4960479271523192e-06,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,4,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192904Z,2026-03-31T19:29:08+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.4960479271523192e-06,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,4,model=LSTM;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:128|layers:2|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192911Z,2026-03-31T19:29:15+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.4960479271523192e-06,1.1095353291538817e-07,0.00026171655527443554,0.986449864498645,4,Tuning final selected configuration for LSTM. Winner of staged parameter sweep (stage=seq_len).,
LSTM,lstm_experiment-20260331T192901Z,2026-03-31T19:29:04+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.5014996499826936e-06,1.5777545315728666e-07,0.00031482117199139114,0.9783783783783784,4,model=LSTM;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:128|layers:2|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=20,
LSTM,lstm_experiment-20260331T192908Z,2026-03-31T19:29:11+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,1.7614957186010331e-06,1.4511816188547283e-07,0.0003016105711647683,0.9752747252747253,4,model=LSTM;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:64|hidden:128|layers:2|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=60,
LSTM,lstm_experiment-20260331T192818Z,2026-03-31T19:28:23+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,2.058960795746433e-06,6.344488694718631e-07,0.0006320748991938248,0.978319783197832,4,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192833Z,2026-03-31T19:28:36+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,2.058960795746433e-06,6.344488694718631e-07,0.0006320748991938248,0.978319783197832,4,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192840Z,2026-03-31T19:28:43+00:00,"{""hidden"":128,""input_size"":8,""layers"":1,""random_seed"":42}",128,,,1,2.110977113167918e-06,7.040447977988987e-07,0.0006771146342006977,0.975609756097561,4,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=1;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192850Z,2026-03-31T19:28:56+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,3.2564573962004615e-06,3.336062764052433e-06,0.0016947958389391888,0.94579945799458,1,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=32;seq_len=30,
LSTM,lstm_experiment-20260331T192846Z,2026-03-31T19:28:50+00:00,"{""hidden"":128,""input_size"":8,""layers"":3,""random_seed"":42}",128,,,3,4.283695541035475e-06,4.073994835502672e-06,0.001733096189665892,0.9295392953929539,1,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192826Z,2026-03-31T19:28:30+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,4.7705484274486665e-06,4.022515569789718e-06,0.0015314248150539247,0.962059620596206,13,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192823Z,2026-03-31T19:28:26+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,6.335610198091128e-06,1.8439056229498315e-06,0.0010516959171368143,0.967479674796748,4,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192830Z,2026-03-31T19:28:33+00:00,"{""hidden"":32,""input_size"":8,""layers"":2,""random_seed"":42}",32,,,2,7.437688180753361e-06,2.7586041880011296e-06,0.0013421196786533884,0.9701897018970189,4,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=32;layers=2;lr=0.001;batch=64;seq_len=30,
LSTM,lstm_experiment-20260331T192859Z,2026-03-31T19:29:01+00:00,"{""hidden"":128,""input_size"":8,""layers"":2,""random_seed"":42}",128,,,2,7.689817691931772e-06,5.485717048904174e-06,0.002232845138766874,0.940379403794038,4,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=128;seq_len=30,
RNN,rnn_experiment-20260331T193049Z,2026-03-31T19:30:51+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,1.7238560020220468e-06,1.601384000712894e-06,0.0009663634854295556,0.9486486486486486,24,model=RNN;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:128|hidden:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=128;seq_len=20,selected_by=lowest_validation_MSE
RNN,rnn_experiment-20260331T193055Z,2026-03-31T19:30:58+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,1.7238560020220468e-06,1.601384000712894e-06,0.0009663634854295556,0.9486486486486486,24,Tuning final selected configuration for RNN. Winner of staged parameter sweep (stage=seq_len).,
RNN,rnn_experiment-20260331T193053Z,2026-03-31T19:30:55+00:00,"{""hidden"":64,""input_size"":8,""layers"":2,""random_seed"":42}",64,,,2,2.8958951976236648e-06,3.0012289774948194e-06,0.0013333033470004558,0.9340659340659341,15,model=RNN;stage=seq_len_sweep;candidate_param=seq_len;candidates=20|30|60;fixed=batch:128|hidden:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=128;seq_len=60,
