task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
sine_next_day,lstm,1,LSTM lr sweep,lr,0.001,7.007073686977892e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,lstm,2,LSTM hidden sweep,hidden,128,9.673439076740281e-07,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,lstm,3,LSTM layers sweep,layers,1,8.755321798309223e-07,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001}"
sine_next_day,lstm,4,LSTM batch_size sweep,batch_size,64,6.294451038698657e-06,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001}"
sine_next_day,gru,1,GRU lr sweep,lr,0.001,5.932902473964462e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,gru,2,GRU hidden sweep,hidden,64,2.3862923586064916e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,gru,3,GRU layers sweep,layers,2,5.494229309451913e-07,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,gru,4,GRU batch_size sweep,batch_size,32,1.2002053842102143e-06,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
sine_next_day,rnn,1,RNN lr sweep,lr,0.0005,1.7043548586117057e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,rnn,2,RNN hidden sweep,hidden,64,9.97596028328214e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,rnn,3,RNN layers sweep,layers,2,1.8365467963679365e-06,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,rnn,4,RNN batch_size sweep,batch_size,32,7.791641732216922e-07,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005}"
sine_next_day,transformer,1,Transformer lr sweep,lr,0.0005,1.6305616689394108e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,2,Transformer d_model sweep,d_model,32,1.1314502349295708e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
sine_next_day,transformer,3,Transformer num_layers sweep,num_layers,1,2.0502054408333475e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 1}"
sine_next_day,transformer,4,Transformer nhead sweep,nhead,2,1.2238057676423752e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 2, ""num_layers"": 1}"
sine_next_day,transformer,5,Transformer batch_size sweep,batch_size,32,1.1148581990931612e-05,"{""batch_size"": 32, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 2, ""num_layers"": 1}"
