model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
LSTM,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 3, ""lr"": 0.001}",0.00014129714918944915,0.00024226234242627956,9.018000855576247e-05,9.018001663016723e-05,0.006555008589552516,0.5308176100628931,best_tuned_lstm_comparison-20260327T172208Z,tuning_winners.csv
RNN,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 3, ""lr"": 0.001}",0.00015706440637083764,0.0002687442760149032,0.00010667813330655918,0.00010667813267338002,0.0070247214165117654,0.5232704402515723,best_tuned_rnn_comparison-20260327T172209Z,tuning_winners.csv
GRU,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}",0.00013303109727230136,0.00027481944181396734,0.0001026887766784057,0.00010268877185086236,0.007129939118878682,0.5270440251572327,best_tuned_gru_comparison-20260327T172209Z,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 8, ""num_layers"": 1}",0.00014157406300593963,0.0003437558559652597,0.00013501514331437647,0.00013501516250893328,0.007856514908756452,0.5459119496855346,best_tuned_transformer_comparison-20260327T172210Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",0.00010620236926063807,0.0003727323784038712,0.00012168813465325478,0.00012168813465325478,0.0076661263638845905,0.48930817610062893,best_tuned_lstm_comparison-20260327T172208Z-baseline-lr,tuning_winners.csv
