task_id,model,stage_index,stage_name,parameter_group,winning_value_json,best_val_MSE,frozen_config_json
next_volatility,lstm,1,LSTM lr sweep,lr,0.001,4.2313889940765123e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_volatility,lstm,2,LSTM hidden sweep,hidden,64,4.126613418932458e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_volatility,lstm,3,LSTM layers sweep,layers,3,4.659471846160888e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 3, ""lr"": 0.001}"
next_volatility,lstm,4,LSTM batch_size sweep,batch_size,32,3.9081348600699875e-05,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 3, ""lr"": 0.001}"
next_volatility,gru,1,GRU lr sweep,lr,0.001,4.6805730224910484e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_volatility,gru,2,GRU hidden sweep,hidden,128,4.610950208188642e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_volatility,gru,3,GRU layers sweep,layers,2,4.6422088612231285e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_volatility,gru,4,GRU batch_size sweep,batch_size,64,4.617967003184897e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_volatility,rnn,1,RNN lr sweep,lr,0.001,5.188322547176361e-05,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001}"
next_volatility,rnn,2,RNN hidden sweep,hidden,128,4.9598450588051315e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001}"
next_volatility,rnn,3,RNN layers sweep,layers,3,4.3441002362906704e-05,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 3, ""lr"": 0.001}"
next_volatility,rnn,4,RNN batch_size sweep,batch_size,32,4.3821159816838385e-05,"{""batch_size"": 32, ""hidden"": 128, ""layers"": 3, ""lr"": 0.001}"
next_volatility,transformer,1,Transformer lr sweep,lr,0.0005,7.804481158715013e-05,"{""batch_size"": 64, ""d_model"": 64, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
next_volatility,transformer,2,Transformer d_model sweep,d_model,32,9.697161475198928e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 2}"
next_volatility,transformer,3,Transformer num_layers sweep,num_layers,1,6.5878816042e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 1}"
next_volatility,transformer,4,Transformer nhead sweep,nhead,8,6.919188289949715e-05,"{""batch_size"": 64, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 8, ""num_layers"": 1}"
next_volatility,transformer,5,Transformer batch_size sweep,batch_size,32,6.656169398965631e-05,"{""batch_size"": 32, ""d_model"": 32, ""lr"": 0.0005, ""nhead"": 8, ""num_layers"": 1}"
