model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260327T155732Z,2026-03-27T15:58:17+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,4.610950208188642e-05,2.0105202856428854e-05,0.002607457765027947,1.0,23,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260327T155300Z,2026-03-27T15:53:59+00:00,"{""hidden"":64,""input_size"":8,""layers"":3}",64,,,3,3.9081348600699875e-05,1.8652046810049754e-05,0.0025307635202501443,1.0,1,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:3|lr:0.001;selection=best_val_MSE;hidden=64;layers=3;lr=0.001;batch=32,selected_by=lowest_validation_MSE
RNN,rnn_experiment-20260327T160424Z,2026-03-27T16:04:46+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,4.3441002362906704e-05,1.9771422481363137e-05,0.002855837840848394,1.0,18,model=RNN;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64,selected_by=lowest_validation_MSE
Transformer,transformer_experiment-20260327T164608Z,2026-03-27T16:49:20+00:00,"{""d_model"":32,""dropout"":0.1,""input_size"":8,""nhead"":4,""num_layers"":1}",,32,4,1,6.5878816042e-05,3.1715923964651626e-05,0.0040730161528903346,0.982367758186398,89,model=Transformer;stage=num_layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|d_model:32|lr:0.0005|nhead:4;selection=best_val_MSE;d_model=32;layers=1;nhead=4;lr=0.0005;batch=64,selected_by=lowest_validation_MSE
