model,tuned_hyperparameters,best_train_MSE,best_val_MSE,best_test_MSE,MSE,MAE,DA,run_id,config_source
LSTM,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 2, ""lr"": 0.001, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",0.000357732724319611,4.0735964409760075e-05,1.7453159671276808e-05,1.745315954119803e-05,0.0031088148185942793,0.5919395465994962,best_tuned_lstm_comparison-20260330T122945Z,tuning_winners.csv
RNN,"{""batch_size"": 64, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.001, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",1.9904771728573513e-05,4.505710601411983e-05,1.5500108929700218e-05,1.5500109914890358e-05,0.0029524583734192385,0.5239294710327456,best_tuned_rnn_comparison-20260330T122947Z,tuning_winners.csv
GRU,"{""batch_size"": 32, ""data_source"": ""spy"", ""hidden"": 128, ""horizon"": 1, ""layers"": 3, ""lr"": 0.0005, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",0.00018913003867038813,4.693460415764407e-05,1.9459630493656732e-05,1.9459632488254148e-05,0.00354216418909415,0.41183879093198994,best_tuned_gru_comparison-20260330T122946Z,tuning_winners.csv
Baseline-LR,"{""flattened_sequence"": true, ""model"": ""LinearRegression""}",1.7463842682186602e-05,5.49343156806352e-05,1.8860773093852657e-05,1.8860773093852657e-05,0.0032725275325446138,0.5062972292191436,best_tuned_lstm_comparison-20260330T122945Z-baseline-lr,tuning_winners.csv
Transformer,"{""batch_size"": 32, ""d_model"": 64, ""data_source"": ""spy"", ""horizon"": 1, ""lr"": 0.0005, ""nhead"": 4, ""num_layers"": 3, ""target_mode"": ""next_mean_return"", ""target_smooth_window"": 5, ""task_id"": ""next_mean_return""}",0.00010177425248518507,5.540487026294925e-05,2.172007407352794e-05,2.1720074689458525e-05,0.003435013883361871,0.5743073047858942,best_tuned_transformer_comparison-20260330T122948Z,tuning_winners.csv
