model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260327T210912Z,2026-03-27T21:09:16+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,8.206020680487351e-07,1.4537174551460572e-07,0.0003020721938320148,0.975609756097561,4,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.0005;selection=best_val_MSE;hidden=128;layers=3;lr=0.0005;batch=64,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260327T210831Z,2026-03-27T21:08:35+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,5.644104374213609e-07,3.3582074421149925e-07,0.0004588198413652793,0.9701897018970189,4,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:2|lr:0.0001;selection=best_val_MSE;hidden=128;layers=2;lr=0.0001;batch=64,selected_by=lowest_validation_MSE
RNN,rnn_experiment-20260327T211003Z,2026-03-27T21:10:08+00:00,"{""hidden"":32,""input_size"":8,""layers"":3}",32,,,3,1.0374027604667968e-06,9.804249581204535e-07,0.0007685479161154269,0.9728997289972899,34,model=RNN;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:32|lr:0.001;selection=best_val_MSE;hidden=32;layers=3;lr=0.001;batch=64,selected_by=lowest_validation_MSE
Transformer,transformer_experiment-20260327T211253Z,2026-03-27T21:13:04+00:00,"{""d_model"":64,""dropout"":0.1,""input_size"":8,""nhead"":4,""num_layers"":1}",,64,4,1,7.97377831864266e-06,1.0792303761250067e-05,0.0021620695117839164,0.9376693766937669,69,model=Transformer;stage=nhead_sweep;candidate_param=nhead;candidates=2|4|8;fixed=batch:64|d_model:64|layers:1|lr:0.0005;selection=best_val_MSE;d_model=64;layers=1;nhead=4;lr=0.0005;batch=64,selected_by=lowest_validation_MSE
