model,run_id,timestamp,hyperparameters,hidden_size,d_model,nhead,num_layers,best_val_MSE,test_MSE,MAE,DA,best_epoch,notes,selection_reason
GRU,gru_experiment-20260328T033126Z,2026-03-28T03:31:33+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,0.0002465579258272385,9.088012768445739e-05,0.006597240772989043,0.5207547169811321,13,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64,selected_by=lowest_validation_MSE
GRU,gru_experiment-20260328T033102Z,2026-03-28T03:31:10+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,0.0002500182195224689,9.455479560594216e-05,0.00669682802294767,0.5144654088050314,1,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033134Z,2026-03-28T03:31:39+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,0.0002571058800696656,9.327503386148452e-05,0.006651088654789211,0.5169811320754717,5,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=128,
GRU,gru_experiment-20260328T033111Z,2026-03-28T03:31:25+00:00,"{""hidden"":128,""input_size"":8,""layers"":3}",128,,,3,0.0002594515553455827,0.00010011632386541917,0.007005699337030849,0.5006289308176101,1,model=GRU;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:128|layers:3|lr:0.001;selection=best_val_MSE;hidden=128;layers=3;lr=0.001;batch=32,
GRU,gru_experiment-20260328T033038Z,2026-03-28T03:30:45+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,0.00026031164222441145,9.300618742632074e-05,0.006797496336793025,0.5320754716981132,8,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260328T032954Z,2026-03-28T03:30:01+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,0.000267156344722857,0.00011372049764109786,0.00805018709508614,0.4591194968553459,5,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033054Z,2026-03-28T03:31:01+00:00,"{""hidden"":128,""input_size"":8,""layers"":2}",128,,,2,0.0002691871148986324,0.00010091331310058065,0.006991500516234918,0.48050314465408805,9,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033030Z,2026-03-28T03:30:37+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,0.0002721841004381063,9.662961929489945e-05,0.006841131020316827,0.5308176100628931,20,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033013Z,2026-03-28T03:30:21+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,0.00027450347282446545,9.40351795206355e-05,0.006816145586174509,0.5257861635220126,12,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64,
GRU,gru_experiment-20260328T033022Z,2026-03-28T03:30:29+00:00,"{""hidden"":32,""input_size"":8,""layers"":2}",32,,,2,0.0002756871195504304,0.00010471297493876891,0.007438000649612788,0.49056603773584906,12,model=GRU;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=32;layers=2;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033046Z,2026-03-28T03:30:53+00:00,"{""hidden"":128,""input_size"":8,""layers"":1}",128,,,1,0.0002825267680078448,0.00010107493411950531,0.007025703826379197,0.4880503144654088,14,model=GRU;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:128|lr:0.001;selection=best_val_MSE;hidden=128;layers=1;lr=0.001;batch=64,
GRU,gru_experiment-20260328T033002Z,2026-03-28T03:30:13+00:00,"{""hidden"":64,""input_size"":8,""layers"":2}",64,,,2,0.0002860580557783476,0.00011081539869574016,0.007133890522897469,0.4981132075471698,1,model=GRU;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64,
LSTM,lstm_experiment-20260328T032827Z,2026-03-28T03:28:35+00:00,"{""hidden"":32,""input_size"":8,""layers"":2}",32,,,2,0.00024018395569247613,9.0909807329271e-05,0.006652142993603524,0.4767295597484277,7,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001;selection=best_val_MSE;hidden=32;layers=2;lr=0.001;batch=64,selected_by=lowest_validation_MSE
LSTM,lstm_experiment-20260328T032921Z,2026-03-28T03:29:37+00:00,"{""hidden"":32,""input_size"":8,""layers"":3}",32,,,3,0.00024095959144268328,8.975058016373597e-05,0.0065658117301498255,0.5144654088050314,1,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:32|layers:3|lr:0.001;selection=best_val_MSE;hidden=32;layers=3;lr=0.001;batch=32,
LSTM,lstm_experiment-20260328T032947Z,2026-03-28T03:29:53+00:00,"{""hidden"":32,""input_size"":8,""layers"":3}",32,,,3,0.00024141575583448507,9.065686700127105e-05,0.006554991864020659,0.5446540880503145,4,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:32|layers:3|lr:0.001;selection=best_val_MSE;hidden=32;layers=3;lr=0.001;batch=128,
